X,Y
0.0,5.496714153011233
0.10101010101010101,5.265965256692544
0.20202020202020202,6.07921281550739
0.30303030303030304,7.563617003358668
0.40404040404040403,6.732170562457391
0.5050505050505051,5.1572210340460225
0.6060606060606061,8.156404632611803
0.7070707070707071,7.426089063947849
0.8080808080808081,9.017136828118974
0.9090909090909091,7.883717364576455
1.0101010101010102,7.860644840149847
1.1111111111111112,8.277609383511277
1.2121212121212122,8.26280016866222
1.3131313131313131,10.789397889314631
1.4141414141414141,9.782939839013036
1.5151515151515151,10.58642815204601
1.6161616161616161,10.411945016251081
1.7171717171717171,10.098816299984486
1.8181818181818181,11.470417662204746
1.9191919191919191,11.057850955264522
2.0202020202020203,12.22138734508563
2.121212121212121,11.734704588461095
2.2222222222222223,11.650282379949231
2.323232323232323,12.535850483349636
2.4242424242424243,11.850581917018038
2.525252525252525,13.044306300347425
2.6262626262626263,11.956621920657861
2.727272727272727,12.888375989946436
2.8282828282828283,13.429521310367283
2.929292929292929,13.16717467803793
3.0303030303030303,13.725858368763679
3.131313131313131,12.607823933530166
3.2323232323232323,13.650807743470132
3.3333333333333335,14.023182568633822
3.4343434343434343,13.790034918703653
3.5353535353535355,13.59636567323156
3.6363636363636362,15.541432021253276
3.7373737373737375,13.366435756825015
3.8383838383838382,15.295708373226838
3.9393939393939394,15.007716651299086
4.040404040404041,15.446676266407374
4.141414141414141,15.911380788797606
4.242424242424242,15.614640028588604
4.343434343434343,16.128792060983234
4.444444444444445,16.827214627596346
4.545454545454545,15.265419762836515
4.646464646464646,17.764631674171383
4.747474747474747,17.230283445755868
4.848484848484849,17.367928348301969
4.94949494949495,17.226951997044055
5.05050505050505,16.5153378293932
5.151515151515151,18.884266683458656
5.252525252525253,19.45209014064445
5.353535353535354,19.364242973693116
5.454545454545454,19.794919768372783
5.555555555555555,18.523494285389991
5.656565656565657,18.125945181677033
5.757575757575758,18.473629391131315
5.858585858585858,19.638195505792773
5.959595959595959,20.139384161950476
6.0606060606060606,20.17019648721738
6.161616161616162,21.275609047062116
6.262626262626262,21.266809494553984
6.363636363636363,21.184422740168455
6.4646464646464645,20.57484227078301
6.565656565656566,20.865468317226843
6.666666666666667,21.43526017988387
6.767676767676767,21.774872515378883
6.8686868686868685,20.96789465618469
6.96969696969697,22.67012780727658
7.070707070707071,21.94446735437838
7.171717171717171,23.618036465750913
7.2727272727272725,22.943951126584965
7.373737373737374,23.62258293079435
7.474747474747475,24.486477731688663
7.575757575757575,22.03507266127575
7.6767676767676765,23.80276147855947
7.777777777777778,24.50460723714306
7.878787878787879,23.96937351315053
7.979797979797979,24.168125347005
8.080808080808081,23.965313736141762
8.181818181818182,24.721038924773
8.282828282828282,25.92430898988217
8.383838383838384,26.43756862029919
8.484848484848484,25.15526829686218
8.585858585858587,25.82613586896252
8.686868686868687,26.50363826072591
8.787878787878787,25.771046072795943
8.88888888888889,26.276121178398023
8.98989898989899,26.051059376612243
9.09090909090909,26.96913011056722
9.191919191919192,26.48286496310925
9.292929292929292,27.016336152620946
9.393939393939394,27.205662398957982
9.494949494949495,26.785664912621946
9.595959595959595,28.30256961267286
9.696969696969697,28.245724315145116
9.797979797979798,28.610480801598124
9.8989898989899,28.054776579216833
10.0,29.493584441067588
